sim_id,highway_speed,ramp_speed,vehsPerHour_main,vehsPerHour_ramp,vehsPerHour_total,meanSpeed_avg
ramp.edg,30.0,20.0,2500.0,800.0,3300.0,20.89631111111111
ramp.edg,30.0,20.0,2500.0,900.0,3400.0,20.871775555555555
ramp.edg,30.0,20.0,2500.0,1000.0,3500.0,20.612735555555556
ramp.edg,30.0,20.0,2500.0,1100.0,3600.0,20.32432888888889
ramp.edg,30.0,20.0,2500.0,1200.0,3700.0,20.21564888888889
ramp.edg,30.0,20.0,2500.0,1300.0,3800.0,20.126173333333334
ramp.edg,30.0,20.0,2500.0,1400.0,3900.0,20.116186666666668
ramp.edg,30.0,20.0,2500.0,1500.0,4000.0,19.578022222222224
ramp.edg,30.0,20.0,2500.0,1600.0,4100.0,19.334933333333332
ramp.edg,30.0,20.0,2500.0,1700.0,4200.0,18.868751111111113
ramp.edg,30.0,20.0,2500.0,1800.0,4300.0,18.710933333333333
ramp.edg,30.0,20.0,2500.0,1900.0,4400.0,19.40488
ramp.edg,30.0,20.0,2600.0,200.0,2800.0,22.071728888888888
ramp.edg,30.0,20.0,2600.0,300.0,2900.0,21.72136666666667
ramp.edg,30.0,20.0,2600.0,400.0,3000.0,21.556722222222223
ramp.edg,30.0,20.0,2600.0,500.0,3100.0,21.675457777777776
ramp.edg,30.0,20.0,2600.0,600.0,3200.0,21.234424444444443
ramp.edg,30.0,20.0,2600.0,700.0,3300.0,21.059593333333332
ramp.edg,30.0,20.0,2600.0,800.0,3400.0,21.054073333333335
ramp.edg,30.0,20.0,2600.0,900.0,3500.0,20.750115555555556
ramp.edg,30.0,20.0,2600.0,1000.0,3600.0,20.548946666666666
ramp.edg,30.0,20.0,2600.0,1100.0,3700.0,20.317148888888887
ramp.edg,30.0,20.0,2600.0,1200.0,3800.0,20.168375555555556
ramp.edg,30.0,20.0,2600.0,1300.0,3900.0,20.16893333333333
ramp.edg,30.0,20.0,2600.0,1400.0,4000.0,19.94126222222222
ramp.edg,30.0,20.0,2600.0,1500.0,4100.0,19.54451111111111
ramp.edg,30.0,20.0,2600.0,1600.0,4200.0,19.264826666666668
ramp.edg,30.0,20.0,2600.0,1700.0,4300.0,18.92519777777778
ramp.edg,30.0,20.0,2600.0,1800.0,4400.0,18.46942
ramp.edg,30.0,20.0,2600.0,1900.0,4500.0,19.382426666666667
ramp.edg,30.0,20.0,2700.0,200.0,2900.0,21.88794222222222
ramp.edg,30.0,20.0,2700.0,300.0,3000.0,21.644066666666667
ramp.edg,30.0,20.0,2700.0,400.0,3100.0,21.67586222222222
ramp.edg,30.0,20.0,2700.0,500.0,3200.0,21.231244444444446
ramp.edg,30.0,20.0,2700.0,600.0,3300.0,21.264693333333334
ramp.edg,30.0,20.0,2700.0,700.0,3400.0,21.111233333333335
ramp.edg,30.0,20.0,2700.0,800.0,3500.0,20.747164444444444
ramp.edg,30.0,20.0,2700.0,900.0,3600.0,20.7615
ramp.edg,30.0,20.0,2700.0,1000.0,3700.0,20.44812
ramp.edg,30.0,20.0,2700.0,1100.0,3800.0,20.30471111111111
ramp.edg,30.0,20.0,2700.0,1200.0,3900.0,20.361982222222224
ramp.edg,30.0,20.0,2700.0,1300.0,4000.0,19.93918888888889
ramp.edg,30.0,20.0,2700.0,1400.0,4100.0,19.80216
ramp.edg,30.0,20.0,2700.0,1500.0,4200.0,19.546397777777777
ramp.edg,30.0,20.0,2700.0,1600.0,4300.0,19.408344444444445
ramp.edg,30.0,20.0,2700.0,1700.0,4400.0,18.774908888888888
ramp.edg,30.0,20.0,2700.0,1800.0,4500.0,18.48660222222222
ramp.edg,30.0,20.0,2700.0,1900.0,4600.0,19.425628888888888
ramp.edg,30.0,20.0,2800.0,200.0,3000.0,21.65032666666667
ramp.edg,30.0,20.0,2800.0,300.0,3100.0,21.553813333333334
ramp.edg,30.0,20.0,2800.0,400.0,3200.0,21.29732
ramp.edg,30.0,20.0,2800.0,500.0,3300.0,21.26971111111111
ramp.edg,30.0,20.0,2800.0,600.0,3400.0,21.270893333333333
ramp.edg,30.0,20.0,2800.0,700.0,3500.0,20.79852222222222
ramp.edg,30.0,20.0,2800.0,800.0,3600.0,20.80121777777778
ramp.edg,30.0,20.0,2800.0,900.0,3700.0,20.59474
ramp.edg,30.0,20.0,2800.0,1000.0,3800.0,20.398564444444446
ramp.edg,30.0,20.0,2800.0,1100.0,3900.0,20.415744444444446
